density,coh,fric,height,angle,factor
17,10,15,10,25,1.254
17,10,20,10,25,1.516
17,10,25,10,25,1.786
17,10,30,10,25,2.076
17,10,35,10,25,2.387
17,10,40,10,25,2.737
17,10,45,10,25,3.135
17,10,50,10,25,3.599
17,20,15,10,25,1.724
17,20,20,10,25,2.016
17,20,25,10,25,2.309
17,20,30,10,25,2.625
17,20,35,10,25,2.625
17,20,40,10,25,3.325
17,20,45,10,25,3.749
17,20,50,10,25,4.247
17,50,15,10,25,3.012
17,50,20,10,25,3.337
17,50,25,10,25,3.674
17,50,30,10,25,4.028
17,50,35,10,25,4.403
17,50,40,10,25,4.828
17,50,45,10,25,5.298
17,50,50,10,25,5.848
17,100,15,10,25,5.068
17,100,20,10,25,5.419
17,100,25,10,25,5.786
17,100,30,10,25,6.166
17,100,35,10,25,6.582
17,100,40,10,25,7.039
17,100,45,10,25,7.57
17,100,50,10,25,8.169
17,200,15,10,25,9.114
17,200,20,10,25,9.491
17,200,25,10,25,9.875
17,200,30,10,25,10.292
17,200,35,10,25,10.292
17,200,40,10,25,11.236
17,200,45,10,25,11.802
17,200,50,10,25,12.458
17,300,15,10,25,13.143
17,300,20,10,25,13.521
17,300,25,10,25,13.926
17,300,30,10,25,14.354
17,300,35,10,25,14.815
17,300,40,10,25,15.337
17,300,45,10,25,15.93
17,300,50,10,25,16.615
17,400,15,10,25,17.174
17,400,20,10,25,17.551
17,400,25,10,25,17.953
17,400,30,10,25,18.392
17,400,35,10,25,18.878
17,400,40,10,25,19.399
17,400,45,10,25,20.002
17,400,50,10,25,20.002
17,500,15,10,25,21.206
17,500,20,10,25,21.581
17,500,25,10,25,21.983
17,500,30,10,25,22.42
17,500,35,10,25,22.905
17,500,40,10,25,23.454
17,500,45,10,25,24.065
17,500,50,10,25,24.784
17,600,15,10,25,25.237
17,600,20,10,25,25.613
17,600,25,10,25,26.013
17,600,30,10,25,26.449
17,600,35,10,25,26.933
17,600,40,10,25,27.481
17,600,45,10,25,27.481
17,600,50,10,25,28.847
20,10,15,10,25,1.178
20,10,20,10,25,1.433
20,10,25,10,25,1.702
20,10,30,10,25,1.984
20,10,35,10,25,2.293
20,10,40,10,25,2.639
20,10,45,10,25,2.639
20,10,50,10,25,3.484
20,20,15,10,25,1.588
20,20,20,10,25,1.87
20,20,25,10,25,2.163
20,20,30,10,25,2.468
20,20,35,10,25,2.792
20,20,40,10,25,3.158
20,20,45,10,25,3.577
20,20,50,10,25,4.062
20,50,15,10,25,2.698
20,50,20,10,25,3.016
20,50,25,10,25,3.349
20,50,30,10,25,3.349
20,50,35,10,25,4.064
20,50,40,10,25,4.472
20,50,45,10,25,4.472
20,50,50,10,25,5.481
20,100,15,10,25,4.459
20,100,20,10,25,4.802
20,100,25,10,25,5.157
20,100,30,10,25,5.536
20,100,35,10,25,5.941
20,100,40,10,25,6.399
20,100,45,10,25,6.904
20,100,50,10,25,7.49
20,200,15,10,25,7.906
20,200,20,10,25,8.272
20,200,25,10,25,8.656
20,200,30,10,25,9.065
20,200,35,10,25,9.504
20,200,40,10,25,9.995
20,200,45,10,25,10.545
20,200,50,10,25,11.194
20,300,15,10,25,11.33
20,300,20,10,25,11.709
20,300,25,10,25,12.11
20,300,30,10,25,12.526
20,300,35,10,25,12.987
20,300,40,10,25,13.501
20,300,45,10,25,14.076
20,300,50,10,25,14.763
20,400,15,10,25,14.756
20,400,20,10,25,15.133
20,400,25,10,25,15.536
20,400,30,10,25,15.976
20,400,35,10,25,16.44
20,400,40,10,25,16.961
20,400,45,10,25,17.566
20,400,50,10,25,17.566
20,500,15,10,25,18.182
20,500,20,10,25,18.558
20,500,25,10,25,18.961
20,500,30,10,25,19.399
20,500,35,10,25,19.885
20,500,40,10,25,20.415
20,500,45,10,25,21.018
20,500,50,10,25,21.738
20,600,15,10,25,21.609
20,600,20,10,25,21.984
20,600,25,10,25,22.386
20,600,30,10,25,22.823
20,600,35,10,25,23.308
20,600,40,10,25,23.857
20,600,45,10,25,24.471
20,600,50,10,25,25.191
23,10,15,10,25,1.118
23,10,20,10,25,1.37
23,10,25,10,25,1.635
23,10,30,10,25,1.915
23,10,35,10,25,2.222
23,10,40,10,25,2.561
23,10,45,10,25,2.943
23,10,50,10,25,3.396
23,20,15,10,25,1.487
23,20,20,10,25,1.762
23,20,25,10,25,2.049
23,20,30,10,25,2.345
23,20,35,10,25,2.668
23,20,40,10,25,3.033
23,20,45,10,25,3.44
23,20,50,10,25,3.924
23,50,15,10,25,2.463
23,50,20,10,25,2.779
23,50,25,10,25,3.098
23,50,30,10,25,3.438
23,50,35,10,25,3.804
23,50,40,10,25,4.202
23,50,45,10,25,4.664
23,50,50,10,25,5.195
23,100,15,10,25,4.002
23,100,20,10,25,4.343
23,100,25,10,25,4.693
23,100,30,10,25,5.062
23,100,35,10,25,5.467
23,100,40,10,25,5.91
23,100,45,10,25,6.402
23,100,50,10,25,6.989
23,200,15,10,25,7.011
23,200,20,10,25,7.371
23,200,25,10,25,7.755
23,200,30,10,25,8.152
23,200,35,10,25,8.591
23,200,40,10,25,9.065
23,200,45,10,25,9.614
23,200,50,10,25,9.614
23,300,15,10,25,9.99
23,300,20,10,25,10.369
23,300,25,10,25,10.758
23,300,30,10,25,11.175
23,300,35,10,25,11.635
23,300,40,10,25,12.131
23,300,45,10,25,12.707
23,300,50,10,25,13.369
23,400,15,10,25,12.968
23,400,20,10,25,13.346
23,400,25,10,25,13.751
23,400,30,10,25,13.751
23,400,35,10,25,14.638
23,400,40,10,25,15.16
23,400,45,10,25,15.751
23,400,50,10,25,16.436
23,500,15,10,25,15.947
23,500,20,10,25,16.324
23,500,25,10,25,16.727
23,500,30,10,25,17.166
23,500,35,10,25,17.166
23,500,40,10,25,18.162
23,500,45,10,25,18.766
23,500,50,10,25,19.48
23,600,15,10,25,18.927
23,600,20,10,25,19.303
23,600,25,10,25,19.705
23,600,30,10,25,20.143
23,600,35,10,25,20.629
23,600,40,10,25,21.166
23,600,45,10,25,21.166
23,600,50,10,25,22.489
26,10,15,10,25,1.07
26,10,20,10,25,1.323
26,10,25,10,25,1.582
26,10,30,10,25,1.862
26,10,35,10,25,2.163
26,10,40,10,25,2.496
26,10,45,10,25,2.876
26,10,50,10,25,3.329
26,20,15,10,25,1.404
26,20,20,10,25,1.679
26,20,25,10,25,1.957
26,20,30,10,25,2.25
26,20,35,10,25,2.573
26,20,40,10,25,2.928
26,20,45,10,25,3.334
26,20,50,10,25,3.816
26,50,15,10,25,2.28
26,50,20,10,25,2.592
26,50,25,10,25,2.905
26,50,30,10,25,2.905
26,50,35,10,25,3.597
26,50,40,10,25,3.995
26,50,45,10,25,4.446
26,50,50,10,25,4.961
26,100,15,10,25,3.651
26,100,20,10,25,3.985
26,100,25,10,25,4.331
26,100,30,10,25,4.697
26,100,35,10,25,5.099
26,100,40,10,25,5.524
26,100,45,10,25,6.016
26,100,50,10,25,6.596
26,200,15,10,25,6.318
26,200,20,10,25,6.678
26,200,25,10,25,6.678
26,200,30,10,25,7.45
26,200,35,10,25,7.875
26,200,40,10,25,8.351
26,200,45,10,25,8.885
26,200,50,10,25,9.517
26,300,15,10,25,8.959
26,300,20,10,25,9.335
26,300,25,10,25,9.718
26,300,30,10,25,10.136
26,300,35,10,25,10.581
26,300,40,10,25,11.078
26,300,45,10,25,11.641
26,300,50,10,25,12.297
26,400,15,10,25,11.593
26,400,20,10,25,11.972
26,400,25,10,25,12.375
26,400,30,10,25,12.791
26,400,35,10,25,13.253
26,400,40,10,25,13.771
26,400,45,10,25,14.345
26,400,50,10,25,15.032
26,500,15,10,25,14.228
26,500,20,10,25,14.606
26,500,25,10,25,15.01
26,500,30,10,25,15.449
26,500,35,10,25,15.909
26,500,40,10,25,16.43
26,500,45,10,25,17.035
26,500,50,10,25,17.724
26,600,15,10,25,16.864
26,600,20,10,25,17.241
26,600,25,10,25,17.644
26,600,30,10,25,18.082
26,600,35,10,25,18.566
26,600,40,10,25,19.086
26,600,45,10,25,19.69
26,600,50,10,25,20.411
29,10,15,10,25,1.032
29,10,20,10,25,1.281
29,10,25,10,25,1.54
29,10,30,10,25,1.816
29,10,35,10,25,2.113
29,10,40,10,25,2.443
29,10,45,10,25,2.823
29,10,50,10,25,3.276
29,20,15,10,25,1.338
29,20,20,10,25,1.609
29,20,25,10,25,1.882
29,20,30,10,25,2.174
29,20,35,10,25,2.493
29,20,40,10,25,2.845
29,20,45,10,25,3.25
29,20,50,10,25,3.723
29,50,15,10,25,2.136
29,50,20,10,25,2.439
29,50,25,10,25,2.752
29,50,30,10,25,3.08
29,50,35,10,25,3.432
29,50,40,10,25,3.827
29,50,45,10,25,4.268
29,50,50,10,25,4.773
29,100,15,10,25,3.372
29,100,20,10,25,3.702
29,100,25,10,25,4.042
29,100,30,10,25,4.408
29,100,35,10,25,4.793
29,100,40,10,25,5.218
29,100,45,10,25,5.71
29,100,50,10,25,6.267
29,200,15,10,25,6.267
29,200,20,10,25,6.129
29,200,25,10,25,6.495
29,200,30,10,25,6.888
29,200,35,10,25,7.309
29,200,40,10,25,7.776
29,200,45,10,25,7.776
29,200,50,10,25,8.939
29,300,15,10,25,8.142
29,300,20,10,25,8.51
29,300,25,10,25,8.894
29,300,30,10,25,9.306
29,300,35,10,25,9.745
29,300,40,10,25,10.241
29,300,45,10,25,10.791
29,300,50,10,25,11.445
29,400,15,10,25,10.503
29,400,20,10,25,10.882
29,400,25,10,25,11.276
29,400,30,10,25,11.692
29,400,35,10,25,11.692
29,400,40,10,25,12.656
29,400,45,10,25,13.232
29,400,50,10,25,13.903
29,500,15,10,25,12.865
29,500,20,10,25,13.243
29,500,25,10,25,13.648
29,500,30,10,25,14.074
29,500,35,10,25,14.535
29,500,40,10,25,15.057
29,500,45,10,25,15.646
29,500,50,10,25,16.331
29,600,15,10,25,15.228
29,600,20,10,25,15.605
29,600,25,10,25,16.009
29,600,30,10,25,16.448
29,600,35,10,25,16.916
29,600,40,10,25,17.437
29,600,45,10,25,18.042
29,600,50,10,25,18.745
32,10,15,10,25,1.002
32,10,20,10,25,1.248
32,10,25,10,25,1.506
32,10,30,10,25,1.778
32,10,35,10,25,2.071
32,10,40,10,25,2.4
32,10,45,10,25,2.78
32,10,50,10,25,3.232
32,20,15,10,25,1.285
32,20,20,10,25,1.551
32,20,25,10,25,1.821
32,20,30,10,25,2.113
32,20,35,10,25,2.425
32,20,40,10,25,2.425
32,20,45,10,25,3.178
32,20,50,10,25,3.647
32,50,15,10,25,2.018
32,50,20,10,25,2.315
32,50,25,10,25,2.628
32,50,30,10,25,2.947
32,50,35,10,25,3.299
32,50,40,10,25,3.685
32,50,45,10,25,3.685
32,50,50,10,25,4.62
32,100,15,10,25,3.143
32,100,20,10,25,3.47
32,100,25,10,25,3.807
32,100,30,10,25,4.169
32,100,35,10,25,4.545
32,100,40,10,25,4.97
32,100,45,10,25,5.45
32,100,50,10,25,6
32,200,15,10,25,5.322
32,200,20,10,25,5.677
32,200,25,10,25,6.043
32,200,30,10,25,6.428
32,200,35,10,25,6.848
32,200,40,10,25,7.307
32,200,45,10,25,7.837
32,200,50,10,25,8.452
32,300,15,10,25,7.478
32,300,20,10,25,7.84
32,300,25,10,25,8.225
32,300,30,10,25,8.627
32,300,35,10,25,9.067
32,300,40,10,25,9.549
32,300,45,10,25,10.1
32,300,50,10,25,10.739
32,400,15,10,25,10.739
32,400,20,10,25,9.997
32,400,25,10,25,10.383
32,400,30,10,25,10.8
32,400,35,10,25,11.255
32,400,40,10,25,11.751
32,400,45,10,25,12.327
32,400,50,10,25,12.982
32,500,15,10,25,11.758
32,500,20,10,25,12.137
32,500,25,10,25,12.541
32,500,30,10,25,12.957
32,500,35,10,25,13.419
32,500,40,10,25,13.939
32,500,45,10,25,14.514
32,500,50,10,25,15.2
32,600,15,10,25,13.899
32,600,20,10,25,14.277
32,600,25,10,25,14.681
32,600,30,10,25,15.116
32,600,35,10,25,15.576
32,600,40,10,25,16.098
32,600,45,10,25,16.702
32,600,50,10,25,17.387
17,10,15,10,30,1.108
17,10,20,10,30,1.327
17,10,25,10,30,1.327
17,10,30,10,30,1.796
17,10,35,10,30,2.056
17,10,40,10,30,2.345
17,10,45,10,30,2.673
17,10,50,10,30,3.051
17,20,15,10,30,1.559
17,20,20,10,30,1.802
17,20,25,10,30,2.051
17,20,30,10,30,2.31
17,20,35,10,30,2.591
17,20,40,10,30,2.908
17,20,45,10,30,3.259
17,20,50,10,30,3.672
17,50,15,10,30,2.8
17,50,20,10,30,3.082
17,50,25,10,30,3.36
17,50,30,10,30,3.657
17,50,35,10,30,3.975
17,50,40,10,30,4.327
17,50,45,10,30,4.327
17,50,50,10,30,5.191
17,100,15,10,30,4.807
17,100,20,10,30,5.097
17,100,25,10,30,5.396
17,100,30,10,30,5.721
17,100,35,10,30,6.082
17,100,40,10,30,6.469
17,100,45,10,30,6.9
17,100,50,10,30,7.413
17,200,15,10,30,8.773
17,200,20,10,30,9.08
17,200,25,10,30,9.402
17,200,30,10,30,9.74
17,200,35,10,30,10.114
17,200,40,10,30,10.518
17,200,45,10,30,10.989
17,200,50,10,30,11.552
17,300,15,10,30,12.735
17,300,20,10,30,13.039
17,300,25,10,30,13.365
17,300,30,10,30,13.72
17,300,35,10,30,14.106
17,300,40,10,30,14.528
17,300,45,10,30,15.02
17,300,50,10,30,15.583
17,400,15,10,30,16.682
17,400,20,10,30,17.001
17,400,25,10,30,17.325
17,400,30,10,30,17.678
17,400,35,10,30,18.071
17,400,40,10,30,18.071
17,400,45,10,30,19.009
17,400,50,10,30,19.594
17,500,15,10,30,20.629
17,500,20,10,30,20.95
17,500,25,10,30,21.287
17,500,30,10,30,21.639
17,500,35,10,30,22.029
17,500,40,10,30,22.473
17,500,45,10,30,22.989
17,500,50,10,30,23.585
17,600,15,10,30,24.577
17,600,20,10,30,24.897
17,600,25,10,30,25.239
17,600,30,10,30,25.601
17,600,35,10,30,25.99
17,600,40,10,30,26.432
17,600,45,10,30,26.945
17,600,50,10,30,27.56
20,10,15,10,30,1.033
20,10,20,10,30,1.252
20,10,25,10,30,1.474
20,10,30,10,30,1.71
20,10,35,10,30,1.966
20,10,40,10,30,2.25
20,10,45,10,30,2.568
20,10,50,10,30,2.944
20,20,15,10,30,1.427
20,20,20,10,30,1.666
20,20,25,10,30,1.908
20,20,30,10,30,2.161
20,20,35,10,30,2.442
20,20,40,10,30,2.747
20,20,45,10,30,3.094
20,20,50,10,30,3.497
20,50,15,10,30,2.498
20,50,20,10,30,2.769
20,50,25,10,30,3.043
20,50,30,10,30,3.333
20,50,35,10,30,3.644
20,50,40,10,30,3.996
20,50,45,10,30,3.996
20,50,50,10,30,4.83
20,100,15,10,30,4.209
20,100,20,10,30,4.492
20,100,25,10,30,4.791
20,100,30,10,30,4.791
20,100,35,10,30,5.464
20,100,40,10,30,5.835
20,100,45,10,30,6.266
20,100,50,10,30,6.761
20,200,15,10,30,7.585
20,200,20,10,30,7.893
20,200,25,10,30,8.205
20,200,30,10,30,8.544
20,200,35,10,30,8.903
20,200,40,10,30,9.309
20,200,45,10,30,9.781
20,200,50,10,30,10.345
20,300,15,10,30,10.952
20,300,20,10,30,11.257
20,300,25,10,30,11.584
20,300,30,10,30,11.936
20,300,35,10,30,12.309
20,300,40,10,30,12.733
20,300,45,10,30,13.207
20,300,50,10,30,13.767
20,400,15,10,30,14.315
20,400,20,10,30,14.624
20,400,25,10,30,14.624
20,400,30,10,30,15.303
20,400,35,10,30,15.697
20,400,40,10,30,16.125
20,400,45,10,30,16.615
20,400,50,10,30,17.197
20,500,15,10,30,17.669
20,500,20,10,30,17.991
20,500,25,10,30,18.316
20,500,30,10,30,18.668
20,500,35,10,30,19.06
20,500,40,10,30,19.505
20,500,45,10,30,20.008
20,500,50,10,30,20.591
20,600,15,10,30,21.024
20,600,20,10,30,21.024
20,600,25,10,30,21.683
20,600,30,10,30,22.035
20,600,35,10,30,22.426
20,600,40,10,30,22.869
20,600,45,10,30,23.384
20,600,50,10,30,23.984
23,10,15,10,30,0.979
23,10,20,10,30,1.192
23,10,25,10,30,1.413
23,10,30,10,30,1.644
23,10,35,10,30,1.644
23,10,40,10,30,2.173
23,10,45,10,30,2.489
23,10,50,10,30,2.863
23,20,15,10,30,1.329
23,20,20,10,30,1.562
23,20,25,10,30,1.798
23,20,30,10,30,2.051
23,20,35,10,30,2.325
23,20,40,10,30,2.624
23,20,45,10,30,2.966
23,20,50,10,30,3.365
23,50,15,10,30,2.275
23,50,20,10,30,2.535
23,50,25,10,30,2.807
23,50,30,10,30,3.09
23,50,35,10,30,3.4
23,50,40,10,30,3.737
23,50,45,10,30,4.117
23,50,50,10,30,4.554
23,100,15,10,30,3.764
23,100,20,10,30,4.045
23,100,25,10,30,4.345
23,100,30,10,30,4.666
23,100,35,10,30,4.666
23,100,40,10,30,5.367
23,100,45,10,30,5.786
23,100,50,10,30,6.273
23,200,15,10,30,6.708
23,200,20,10,30,7.008
23,200,25,10,30,7.32
23,200,30,10,30,7.649
23,200,35,10,30,8.008
23,200,40,10,30,8.415
23,200,45,10,30,8.888
23,200,50,10,30,9.433
23,300,15,10,30,9.433
23,300,20,10,30,9.94
23,300,25,10,30,10.268
23,300,30,10,30,10.608
23,300,35,10,30,10.983
23,300,40,10,30,11.396
23,300,45,10,30,11.866
23,300,50,10,30,12.427
23,400,15,10,30,12.563
23,400,20,10,30,12.867
23,400,25,10,30,13.193
23,400,30,10,30,13.548
23,400,35,10,30,13.932
23,400,40,10,30,14.355
23,400,45,10,30,14.846
23,400,50,10,30,15.407
23,500,15,10,30,15.481
23,500,20,10,30,15.795
23,500,25,10,30,16.12
23,500,30,10,30,16.473
23,500,35,10,30,16.867
23,500,40,10,30,17.305
23,500,45,10,30,17.795
23,500,50,10,30,18.38
23,600,15,10,30,18.398
23,600,20,10,30,18.72
23,600,25,10,30,19.048
23,600,30,10,30,19.4
23,600,35,10,30,19.792
23,600,40,10,30,20.236
23,600,45,10,30,20.746
23,600,50,10,30,21.328
26,10,15,10,30,0.936
26,10,20,10,30,1.145
26,10,25,10,30,1.362
26,10,30,10,30,1.593
26,10,35,10,30,1.839
26,10,40,10,30,2.113
26,10,45,10,30,2.427
26,10,50,10,30,2.801
26,20,15,10,30,1.253
26,20,20,10,30,1.48
26,20,25,10,30,1.713
26,20,30,10,30,1.965
26,20,35,10,30,2.231
26,20,40,10,30,2.529
26,20,45,10,30,2.864
26,20,50,10,30,3.264
26,50,15,10,30,2.098
26,50,20,10,30,2.355
26,50,25,10,30,2.355
26,50,30,10,30,2.355
26,50,35,10,30,3.205
26,50,40,10,30,3.537
26,50,45,10,30,3.905
26,50,50,10,30,4.343
26,100,15,10,30,3.42
26,100,20,10,30,3.701
26,100,25,10,30,4.002
26,100,30,10,30,4.306
26,100,35,10,30,4.635
26,100,40,10,30,5.002
26,100,45,10,30,5.412
26,100,50,10,30,5.897
26,200,15,10,30,6.033
26,200,20,10,30,6.327
26,200,25,10,30,6.637
26,200,30,10,30,6.961
26,200,35,10,30,7.321
26,200,40,10,30,7.729
26,200,45,10,30,8.197
26,200,50,10,30,8.712
26,300,15,10,30,8.621
26,300,20,10,30,8.928
26,300,25,10,30,9.249
26,300,30,10,30,9.587
26,300,35,10,30,9.958
26,300,40,10,30,10.363
26,300,45,10,30,10.834
26,300,50,10,30,10.834
26,400,15,10,30,11.211
26,400,20,10,30,11.516
26,400,25,10,30,11.843
26,400,30,10,30,12.197
26,400,35,10,30,12.57
26,400,40,10,30,12.57
26,400,45,10,30,13.471
26,400,50,10,30,14.031
26,500,15,10,30,13.799
26,500,20,10,30,14.106
26,500,25,10,30,14.431
26,500,30,10,30,14.786
26,500,35,10,30,15.18
26,500,40,10,30,15.603
26,500,45,10,30,16.093
26,500,50,10,30,16.669
26,600,15,10,30,16.379
26,600,20,10,30,16.696
26,600,25,10,30,17.02
26,600,30,10,30,17.374
26,600,35,10,30,17.767
26,600,40,10,30,18.212
26,600,45,10,30,18.702
26,600,50,10,30,19.287
29,10,15,10,30,0.901
29,10,20,10,30,1.108
29,10,25,10,30,1.321
29,10,30,10,30,1.549
29,10,35,10,30,1.792
29,10,40,10,30,2.064
29,10,45,10,30,2.378
29,10,50,10,30,2.751
29,20,15,10,30,1.19
29,20,20,10,30,1.413
29,20,25,10,30,1.646
29,20,30,10,30,1.891
29,20,35,10,30,2.156
29,20,40,10,30,2.448
29,20,45,10,30,2.783
29,20,50,10,30,3.171
29,50,15,10,30,1.955
29,50,20,10,30,2.211
29,50,25,10,30,2.472
29,50,30,10,30,2.752
29,50,35,10,30,3.047
29,50,40,10,30,3.37
29,50,45,10,30,3.737
29,50,50,10,30,4.175
29,100,15,10,30,3.147
29,100,20,10,30,3.429
29,100,25,10,30,3.724
29,100,30,10,30,4.021
29,100,35,10,30,4.35
29,100,40,10,30,4.707
29,100,45,10,30,5.114
29,100,50,10,30,5.595
29,200,15,10,30,5.495
29,200,20,10,30,5.788
29,200,25,10,30,6.091
29,200,30,10,30,6.416
29,200,35,10,30,6.416
29,200,40,10,30,7.185
29,200,45,10,30,7.628
29,200,50,10,30,8.141
29,300,15,10,30,7.817
29,300,20,10,30,8.125
29,300,25,10,30,8.439
29,300,30,10,30,8.778
29,300,35,10,30,9.139
29,300,40,10,30,9.545
29,300,45,10,30,10.017
29,300,50,10,30,10.58
29,400,15,10,30,10.139
29,400,20,10,30,10.445
29,400,25,10,30,10.772
29,400,30,10,30,11.117
29,400,35,10,30,11.491
29,400,40,10,30,11.91
29,400,45,10,30,12.38
29,400,50,10,30,12.94
29,500,15,10,30,12.462
29,500,20,10,30,12.766
29,500,25,10,30,13.092
29,500,30,10,30,13.448
29,500,35,10,30,13.83
29,500,40,10,30,14.253
29,500,45,10,30,14.745
29,500,50,10,30,15.304
29,600,15,10,30,14.777
29,600,20,10,30,15.088
29,600,25,10,30,15.413
29,600,30,10,30,15.767
29,600,35,10,30,16.161
29,600,40,10,30,16.593
29,600,45,10,30,17.083
29,600,50,10,30,17.669
32,10,15,10,30,0.871
32,10,20,10,30,1.075
32,10,25,10,30,1.289
32,10,30,10,30,1.51
32,10,35,10,30,1.51
32,10,40,10,30,2.024
32,10,45,10,30,2.338
32,10,50,10,30,2.711
32,20,15,10,30,1.138
32,20,20,10,30,1.358
32,20,25,10,30,1.591
32,20,30,10,30,1.83
32,20,35,10,30,2.093
32,20,40,10,30,2.383
32,20,45,10,30,2.716
32,20,50,10,30,3.094
32,50,15,10,30,1.839
32,50,20,10,30,2.091
32,50,25,10,30,2.35
32,50,30,10,30,2.624
32,50,35,10,30,2.917
32,50,40,10,30,3.234
32,50,45,10,30,3.601
32,50,50,10,30,4.034
32,100,15,10,30,2.926
32,100,20,10,30,3.208
32,100,25,10,30,3.492
32,100,30,10,30,3.789
32,100,35,10,30,4.111
32,100,40,10,30,4.465
32,100,45,10,30,4.871
32,100,50,10,30,5.337
32,200,15,10,30,5.056
32,200,20,10,30,5.349
32,200,25,10,30,5.648
32,200,30,10,30,5.973
32,200,35,10,30,6.334
32,200,40,10,30,6.733
32,200,45,10,30,7.164
32,200,50,10,30,7.677
32,300,15,10,30,7.165
32,300,20,10,30,7.469
32,300,25,10,30,7.781
32,300,30,10,30,8.116
32,300,35,10,30,8.474
32,300,40,10,30,8.88
32,300,45,10,30,9.353
32,300,50,10,30,9.915
32,400,15,10,30,9.268
32,400,20,10,30,9.574
32,400,25,10,30,9.902
32,400,30,10,30,10.239
32,400,35,10,30,10.614
32,400,40,10,30,11.023
32,400,45,10,30,11.493
32,400,50,10,30,12.055
32,500,15,10,30,11.373
32,500,20,10,30,11.678
32,500,25,10,30,12.004
32,500,30,10,30,12.36
32,500,35,10,30,12.733
32,500,40,10,30,13.157
32,500,45,10,30,13.636
32,500,50,10,30,14.196
32,600,15,10,30,13.476
32,600,20,10,30,13.782
32,600,25,10,30,14.107
32,600,30,10,30,14.462
32,600,35,10,30,14.855
32,600,40,10,30,15.277
32,600,45,10,30,15.767
32,600,50,10,30,16.339
17,10,15,10,35,0.998
17,10,20,10,35,1.189
17,10,25,10,35,1.384
17,10,30,10,35,1.585
17,10,35,10,35,1.808
17,10,40,10,35,2.057
17,10,45,10,35,2.331
17,10,50,10,35,2.657
17,20,15,10,35,1.435
17,20,20,10,35,1.642
17,20,25,10,35,1.852
17,20,30,10,35,2.08
17,20,35,10,35,2.326
17,20,40,10,35,2.593
17,20,45,10,35,2.89
17,20,50,10,35,3.238
17,50,15,10,35,2.632
17,50,20,10,35,2.865
17,50,25,10,35,3.114
17,50,30,10,35,3.374
17,50,35,10,35,3.658
17,50,40,10,35,3.96
17,50,45,10,35,4.29
17,50,50,10,35,4.684
17,100,15,10,35,4.578
17,100,20,10,35,4.824
17,100,25,10,35,5.09
17,100,30,10,35,5.363
17,100,35,10,35,5.662
17,100,40,10,35,6.001
17,100,45,10,35,6.391
17,100,50,10,35,6.834
17,200,15,10,35,8.458
17,200,20,10,35,8.711
17,200,25,10,35,8.978
17,200,30,10,35,9.262
17,200,35,10,35,9.578
17,200,40,10,35,9.937
17,200,45,10,35,10.353
17,200,50,10,35,10.817
17,300,15,10,35,12.338
17,300,20,10,35,12.588
17,300,25,10,35,12.856
17,300,30,10,35,13.149
17,300,35,10,35,13.469
17,300,40,10,35,13.824
17,300,45,10,35,14.237
17,300,50,10,35,14.732
17,400,15,10,35,16.221
17,400,20,10,35,16.468
17,400,25,10,35,16.734
17,400,30,10,35,17.025
17,400,35,10,35,17.348
17,400,40,10,35,17.716
17,400,45,10,35,18.128
17,400,50,10,35,18.618
17,500,15,10,35,20.104
17,500,20,10,35,20.351
17,500,25,10,35,20.615
17,500,30,10,35,20.903
17,500,35,10,35,21.224
17,500,40,10,35,21.59
17,500,45,10,35,22.016
17,500,50,10,35,22.512
17,600,15,10,35,23.988
17,600,20,10,35,24.234
17,600,25,10,35,24.497
17,600,30,10,35,24.784
17,600,35,10,35,25.103
17,600,40,10,35,25.466
17,600,45,10,35,25.889
17,600,50,10,35,26.397
20,10,15,10,35,0.931
20,10,20,10,35,1.116
20,10,25,10,35,1.303
20,10,30,10,35,1.504
20,10,35,10,35,1.726
20,10,40,10,35,1.963
20,10,45,10,35,2.235
20,10,50,10,35,2.559
20,20,15,10,35,1.31
20,20,20,10,35,1.508
20,20,25,10,35,1.718
20,20,30,10,35,1.943
20,20,35,10,35,2.179
20,20,40,10,35,2.437
20,20,45,10,35,2.728
20,20,50,10,35,3.076
20,50,15,10,35,2.334
20,50,20,10,35,2.568
20,50,25,10,35,2.812
20,50,30,10,35,3.068
20,50,35,10,35,3.339
20,50,40,10,35,3.624
20,50,45,10,35,3.955
20,50,50,10,35,4.349
20,100,15,10,35,3.994
20,100,20,10,35,3.994
20,100,25,10,35,4.5
20,100,30,10,35,4.769
20,100,35,10,35,5.069
20,100,40,10,35,5.408
20,100,45,10,35,5.779
20,100,50,10,35,6.223
20,200,15,10,35,7.295
20,200,20,10,35,7.549
20,200,25,10,35,7.81
20,200,30,10,35,8.095
20,200,35,10,35,8.412
20,200,40,10,35,8.774
20,200,45,10,35,9.163
20,200,50,10,35,9.629
20,300,15,10,35,10.592
20,300,20,10,35,10.842
20,300,25,10,35,11.112
20,300,30,10,35,11.403
20,300,35,10,35,11.717
20,300,40,10,35,12.073
20,300,45,10,35,12.488
20,300,50,10,35,12.986
20,400,15,10,35,13.891
20,400,20,10,35,14.14
20,400,25,10,35,14.407
20,400,30,10,35,14.699
20,400,35,10,35,15.024
20,400,40,10,35,15.381
20,400,45,10,35,15.792
20,400,50,10,35,16.285
20,500,15,10,35,17.192
20,500,20,10,35,17.439
20,500,25,10,35,17.704
20,500,30,10,35,17.994
20,500,35,10,35,18.317
20,500,40,10,35,18.684
20,500,45,10,35,19.102
