density,coh,fric,height,angle,factor
17,100,30,50,50,1.6
17,100,35,50,50,1.771
17,100,40,50,50,1.956
17,100,45,50,50,2.161
17,100,50,50,50,2.405
17,200,15,50,50,1.869
17,200,20,50,50,2.027
17,200,25,50,50,2.187
17,200,30,50,50,2.358
17,200,35,50,50,2.537
17,200,40,50,50,2.742
17,200,45,50,50,2.979
17,200,50,50,50,3.252
17,300,15,50,50,2.569
17,300,20,50,50,2.738
17,300,25,50,50,2.916
17,300,30,50,50,3.089
17,300,35,50,50,3.281
17,300,40,50,50,3.497
17,300,45,50,50,3.733
17,300,50,50,50,4.015
17,400,15,50,50,3.27
17,400,20,50,50,3.436
17,400,25,50,50,3.617
17,400,30,50,50,3.813
17,400,35,50,50,4.011
17,400,40,50,50,4.227
17,400,45,50,50,4.479
17,400,50,50,50,4.77
17,500,15,50,50,3.974
17,500,20,50,50,4.137
17,500,25,50,50,4.316
17,500,30,50,50,4.512
17,500,35,50,50,4.728
17,500,40,50,50,4.958
17,500,45,50,50,5.208
17,500,50,50,50,5.507
17,600,15,50,50,4.68
17,600,20,50,50,4.841
17,600,25,50,50,4.841
17,600,30,50,50,5.21
17,600,35,50,50,5.427
17,600,40,50,50,5.671
17,600,45,50,50,5.939
17,600,50,50,50,6.237
20,10,15,50,50,0.402
20,10,20,50,50,0.505
20,10,25,50,50,0.613
20,10,30,50,50,0.726
20,10,35,50,50,0.851
20,10,40,50,50,0.988
20,10,45,50,50,1.136
20,10,50,50,50,1.323
20,20,15,50,50,0.491
20,20,20,50,50,0.605
20,20,25,50,50,0.723
20,20,30,50,50,0.845
20,20,35,50,50,0.978
20,20,40,50,50,1.121
20,20,45,50,50,1.287
20,20,50,50,50,1.481
20,50,15,50,50,0.713
20,50,20,50,50,0.842
20,50,25,50,50,0.973
20,50,30,50,50,1.109
20,50,35,50,50,1.261
20,50,40,50,50,1.425
20,50,45,50,50,1.612
20,50,50,50,50,1.829
20,100,15,50,50,1.035
20,100,20,50,50,1.176
20,100,25,50,50,1.325
20,100,30,50,50,1.481
20,100,35,50,50,1.645
20,100,40,50,50,1.823
20,100,45,50,50,2.027
20,100,50,50,50,2.265
20,200,15,50,50,1.658
20,200,20,50,50,1.808
20,200,25,50,50,1.968
20,200,30,50,50,2.131
20,200,35,50,50,2.311
20,200,40,50,50,2.516
20,200,45,50,50,2.746
20,200,50,50,50,3.013
20,300,15,50,50,2.254
20,300,20,50,50,2.423
20,300,25,50,50,2.588
20,300,30,50,50,2.761
20,300,35,50,50,2.761
20,300,40,50,50,3.157
20,300,45,50,50,3.393
20,300,50,50,50,3.676
20,400,15,50,50,2.849
20,400,20,50,50,3.017
20,400,25,50,50,3.198
20,400,30,50,50,3.382
20,400,35,50,50,3.573
20,400,40,50,50,3.789
20,400,45,50,50,4.035
20,400,50,50,50,4.316
20,500,15,50,50,3.446
20,500,20,50,50,3.611
20,500,25,50,50,3.792
20,500,30,50,50,3.987
20,500,35,50,50,4.194
20,500,40,50,50,4.409
20,500,45,50,50,4.661
20,500,50,50,50,4.959
20,600,15,50,50,4.045
20,600,20,50,50,4.208
20,600,25,50,50,4.386
20,600,30,50,50,4.386
20,600,35,50,50,4.798
20,600,40,50,50,4.798
20,600,45,50,50,5.281
20,600,50,50,50,5.58
23,10,15,50,50,0.388
23,10,20,50,50,0.489
23,10,25,50,50,0.595
23,10,30,50,50,0.708
23,10,35,50,50,0.831
23,10,40,50,50,0.967
23,10,45,50,50,1.115
23,10,50,50,50,1.297
23,20,15,50,50,1.297
23,20,20,50,50,1.297
23,20,25,50,50,1.297
23,20,30,50,50,0.818
23,20,35,50,50,0.947
23,20,40,50,50,1.087
23,20,45,50,50,1.251
23,20,50,50,50,1.445
23,50,15,50,50,0.669
23,50,20,50,50,0.793
23,50,25,50,50,0.922
23,50,30,50,50,1.056
23,50,35,50,50,1.205
23,50,40,50,50,1.367
23,50,45,50,50,1.549
23,50,50,50,50,1.549
23,100,15,50,50,0.952
23,100,20,50,50,1.092
23,100,25,50,50,1.237
23,100,30,50,50,1.39
23,100,35,50,50,1.547
23,100,40,50,50,1.725
23,100,45,50,50,1.924
23,100,50,50,50,2.162
23,200,15,50,50,1.497
23,200,20,50,50,1.646
23,200,25,50,50,1.801
23,200,30,50,50,1.964
23,200,35,50,50,2.144
23,200,40,50,50,2.346
23,200,45,50,50,2.57
23,200,50,50,50,2.828
23,300,15,50,50,2.022
23,300,20,50,50,2.186
23,300,25,50,50,2.345
23,300,30,50,50,2.519
23,300,35,50,50,2.702
23,300,40,50,50,2.906
23,300,45,50,50,3.143
23,300,50,50,50,3.425
23,400,15,50,50,2.538
23,400,20,50,50,2.707
23,400,25,50,50,2.885
23,400,30,50,50,3.058
23,400,35,50,50,3.249
23,400,40,50,50,3.464
23,400,45,50,50,3.7
23,400,50,50,50,3.982
23,500,15,50,50,3.056
23,500,20,50,50,3.223
23,500,25,50,50,3.404
23,500,30,50,50,3.597
23,500,35,50,50,3.789
23,500,40,50,50,4.005
23,500,45,50,50,4.258
23,500,50,50,50,4.54
23,600,15,50,50,3.576
23,600,20,50,50,3.741
23,600,25,50,50,3.921
23,600,30,50,50,4.116
23,600,35,50,50,4.328
23,600,40,50,50,4.544
23,600,45,50,50,4.796
23,600,50,50,50,5.096
26,10,15,50,50,0.377
26,10,20,50,50,0.477
26,10,25,50,50,0.581
26,10,30,50,50,0.693
26,10,35,50,50,0.815
26,10,40,50,50,0.949
26,10,45,50,50,1.095
26,10,50,50,50,1.276
26,20,15,50,50,0.452
26,20,20,50,50,0.563
26,20,25,50,50,0.676
26,20,30,50,50,0.794
26,20,35,50,50,0.924
26,20,40,50,50,1.06
26,20,45,50,50,1.224
26,20,50,50,50,1.414
26,50,15,50,50,0.633
26,50,20,50,50,0.756
26,50,25,50,50,0.883
26,50,30,50,50,1.016
26,50,35,50,50,1.16
26,50,40,50,50,1.321
26,50,45,50,50,1.497
26,50,50,50,50,1.71
26,100,15,50,50,0.888
26,100,20,50,50,1.027
26,100,25,50,50,1.17
26,100,30,50,50,1.316
26,100,35,50,50,1.472
26,100,40,50,50,1.646
26,100,45,50,50,1.844
26,100,50,50,50,2.077
26,200,15,50,50,1.372
26,200,20,50,50,1.521
26,200,25,50,50,1.672
26,200,30,50,50,1.835
26,200,35,50,50,2.015
26,200,40,50,50,2.21
26,200,45,50,50,2.431
26,200,50,50,50,2.679
26,300,15,50,50,1.843
26,300,20,50,50,1.999
26,300,25,50,50,1.999
26,300,30,50,50,2.329
26,300,35,50,50,2.508
26,300,40,50,50,2.713
26,300,45,50,50,2.95
26,300,50,50,50,3.221
26,400,15,50,50,2.3
26,400,20,50,50,2.468
26,400,25,50,50,2.636
26,400,30,50,50,2.809
26,400,35,50,50,3.001
26,400,40,50,50,3.207
26,400,45,50,50,3.443
26,400,50,50,50,3.725
26,500,15,50,50,2.757
26,500,20,50,50,2.926
26,500,25,50,50,3.106
26,500,30,50,50,3.286
26,500,35,50,50,3.477
26,500,40,50,50,3.694
26,500,45,50,50,3.937
26,500,50,50,50,4.218
26,600,15,50,50,3.216
26,600,20,50,50,3.382
26,600,25,50,50,3.563
26,600,30,50,50,3.759
26,600,35,50,50,3.955
26,600,40,50,50,4.171
26,600,45,50,50,4.423
26,600,50,50,50,4.712
29,10,15,50,50,0.367
29,10,20,50,50,0.467
29,10,25,50,50,0.571
29,10,30,50,50,0.68
29,10,35,50,50,0.802
29,10,40,50,50,0.935
29,10,45,50,50,1.08
29,10,50,50,50,1.08
29,20,15,50,50,0.438
29,20,20,50,50,0.547
29,20,25,50,50,0.659
29,20,30,50,50,0.776
29,20,35,50,50,0.904
29,20,40,50,50,1.037
29,20,45,50,50,1.201
29,20,50,50,50,1.388
29,50,15,50,50,0.603
29,50,20,50,50,0.726
29,50,25,50,50,0.852
29,50,30,50,50,0.985
29,50,35,50,50,1.123
29,50,40,50,50,1.28
29,50,45,50,50,1.457
29,50,50,50,50,1.664
29,100,15,50,50,0.837
29,100,20,50,50,0.976
29,100,25,50,50,1.113
29,100,30,50,50,1.256
29,100,35,50,50,1.411
29,100,40,50,50,1.583
29,100,45,50,50,1.781
29,100,50,50,50,2.006
29,200,15,50,50,1.273
29,200,20,50,50,1.419
29,200,25,50,50,1.569
29,200,30,50,50,1.733
29,200,35,50,50,1.908
29,200,40,50,50,2.103
29,200,45,50,50,2.314
29,200,50,50,50,2.559
29,300,15,50,50,1.701
29,300,20,50,50,1.85
29,300,25,50,50,2.011
29,300,30,50,50,2.175
29,300,35,50,50,2.355
29,300,40,50,50,2.561
29,300,45,50,50,2.793
29,300,50,50,50,3.06
29,400,15,50,50,2.111
29,400,20,50,50,2.278
29,400,25,50,50,2.438
29,400,30,50,50,2.611
29,400,35,50,50,2.798
29,400,40,50,50,3.002
29,400,45,50,50,3.239
29,400,50,50,50,3.521
29,500,15,50,50,2.52
29,500,20,50,50,2.689
29,500,25,50,50,2.866
29,500,30,50,50,3.039
29,500,35,50,50,3.231
29,500,40,50,50,3.445
29,500,45,50,50,3.681
29,500,50,50,50,3.963
29,600,15,50,50,2.931
29,600,20,50,50,3.099
29,600,25,50,50,3.279
29,600,30,50,50,3.468
29,600,35,50,50,3.658
29,600,40,50,50,3.875
29,600,45,50,50,4.124
29,600,50,50,50,4.405
32,10,15,50,50,0.359
32,10,20,50,50,0.458
32,10,25,50,50,0.561
32,10,30,50,50,0.67
32,10,35,50,50,0.789
32,10,40,50,50,0.923
32,10,45,50,50,1.065
32,10,50,50,50,1.246
32,20,15,50,50,0.426
32,20,20,50,50,0.534
32,20,25,50,50,0.644
32,20,30,50,50,0.761
32,20,35,50,50,0.885
32,20,40,50,50,1.021
32,20,45,50,50,1.18
32,20,50,50,50,1.366
32,50,15,50,50,0.579
32,50,20,50,50,0.699
32,50,25,50,50,0.826
32,50,30,50,50,0.956
32,50,35,50,50,1.092
32,50,40,50,50,1.245
32,50,45,50,50,1.422
32,50,50,50,50,1.422
32,100,15,50,50,0.795
32,100,20,50,50,0.931
32,100,25,50,50,0.931
32,100,30,50,50,1.206
32,100,35,50,50,1.36
32,100,40,50,50,1.532
32,100,45,50,50,1.723
32,100,50,50,50,1.948
32,200,15,50,50,1.193
32,200,20,50,50,1.336
32,200,25,50,50,1.486
32,200,30,50,50,1.65
32,200,35,50,50,1.82
32,200,40,50,50,2.01
32,200,45,50,50,2.216
32,200,50,50,50,2.462
32,300,15,50,50,1.581
32,300,20,50,50,1.73
32,300,25,50,50,1.888
32,300,30,50,50,2.051
32,300,35,50,50,2.231
32,300,40,50,50,2.437
32,300,45,50,50,2.662
32,300,50,50,50,2.927
32,400,15,50,50,1.957
32,400,20,50,50,2.118
32,400,25,50,50,2.278
32,400,30,50,50,2.452
32,400,35,50,50,2.632
32,400,40,50,50,2.836
32,400,45,50,50,3.073
32,400,50,50,50,3.073
32,500,15,50,50,2.328
32,500,20,50,50,2.497
32,500,25,50,50,2.666
32,500,30,50,50,2.838
32,500,35,50,50,3.031
32,500,40,50,50,3.237
32,500,45,50,50,3.474
32,500,50,50,50,3.756
32,600,15,50,50,2.7
32,600,20,50,50,2.869
32,600,25,50,50,3.049
32,600,30,50,50,3.227
32,600,35,50,50,3.418
32,600,40,50,50,3.635
32,600,45,50,50,3.875
32,600,50,50,50,4.156
17,10,15,50,55,0.381
17,10,20,50,55,0.476
17,10,25,50,55,0.573
17,10,30,50,55,0.675
17,10,35,50,55,0.782
17,10,40,50,55,0.905
17,10,45,50,55,1.033
17,10,50,50,55,1.194
17,20,15,50,55,0.479
17,20,20,50,55,0.585
17,20,25,50,55,0.691
17,20,30,50,55,0.804
17,20,35,50,55,0.923
17,20,40,50,55,1.048
17,20,45,50,55,1.196
17,20,50,50,55,1.369
17,50,15,50,55,0.718
17,50,20,50,55,0.836
17,50,25,50,55,0.959
17,50,30,50,55,1.085
17,50,35,50,55,1.225
17,50,40,50,55,1.376
17,50,45,50,55,1.549
17,50,50,50,55,1.743
17,100,15,50,55,1.067
17,100,20,50,55,1.067
17,100,25,50,55,1.343
17,100,30,50,55,1.485
17,100,35,50,55,1.636
17,100,40,50,55,1.802
17,100,45,50,55,1.802
17,100,50,50,55,2.214
17,200,15,50,55,1.751
17,200,20,50,55,1.89
17,200,25,50,55,2.036
17,200,30,50,55,2.194
17,200,35,50,55,2.371
17,200,40,50,55,2.558
17,200,45,50,55,2.776
17,200,50,50,55,3.017
17,300,15,50,55,2.433
17,300,20,50,55,2.573
17,300,25,50,55,2.72
17,300,30,50,55,2.881
17,300,35,50,55,3.055
17,300,40,50,55,3.254
17,300,45,50,55,3.484
17,300,50,50,55,3.747
17,400,15,50,55,3.117
17,400,20,50,55,3.255
17,400,25,50,55,3.404
17,400,30,50,55,3.562
17,400,35,50,55,3.741
17,400,40,50,55,3.94
17,400,45,50,55,4.168
17,400,50,50,55,4.443
17,500,15,50,55,3.803
17,500,20,50,55,3.938
17,500,25,50,55,4.085
17,500,30,50,55,4.247
17,500,35,50,55,4.422
17,500,40,50,55,4.624
17,500,45,50,55,4.855
17,500,50,50,55,5.127
17,600,15,50,55,4.489
17,600,20,50,55,4.623
17,600,25,50,55,4.767
17,600,30,50,55,4.927
17,600,35,50,55,5.106
17,600,40,50,55,5.305
17,600,45,50,55,5.538
17,600,50,50,55,5.538
20,10,15,50,55,0.364
20,10,20,50,55,0.457
20,10,25,50,55,0.553
20,10,30,50,55,0.651
20,10,35,50,55,0.651
20,10,40,50,55,0.878
20,10,45,50,55,1.003
20,10,50,50,55,1.162
20,20,15,50,55,0.452
20,20,20,50,55,0.452
20,20,25,50,55,0.659
20,20,30,50,55,0.768
20,20,35,50,55,0.885
20,20,40,50,55,1.005
20,20,45,50,55,1.153
20,20,50,50,55,1.32
20,50,15,50,55,0.661
20,50,20,50,55,0.777
20,50,25,50,55,0.777
20,50,30,50,55,1.023
20,50,35,50,55,1.155
20,50,40,50,55,1.305
20,50,45,50,55,1.47
20,50,50,50,55,1.663
20,100,15,50,55,0.965
20,100,20,50,55,1.096
20,100,25,50,55,1.231
20,100,30,50,55,1.369
20,100,35,50,55,1.516
20,100,40,50,55,1.681
20,100,45,50,55,1.868
20,100,50,50,55,2.085
20,200,15,50,55,1.547
20,200,20,50,55,1.684
20,200,25,50,55,1.83
20,200,30,50,55,1.99
20,200,35,50,55,2.157
20,200,40,50,55,2.157
20,200,45,50,55,2.547
20,200,50,50,55,2.783
20,300,15,50,55,2.127
20,300,20,50,55,2.265
20,300,25,50,55,2.414
20,300,30,50,55,2.571
20,300,35,50,55,2.746
20,300,40,50,55,2.746
20,300,45,50,55,3.168
20,300,50,50,55,3.427
20,400,15,50,55,2.707
20,400,20,50,55,2.846
20,400,25,50,55,2.993
20,400,30,50,55,3.154
20,400,35,50,55,3.33
20,400,40,50,55,3.528
20,400,45,50,55,3.758
20,400,50,50,55,4.033
20,500,15,50,55,3.288
20,500,20,50,55,3.425
20,500,25,50,55,3.574
20,500,30,50,55,3.733
20,500,35,50,55,3.911
20,500,40,50,55,4.112
20,500,45,50,55,4.34
20,500,50,50,55,4.613
20,600,15,50,55,3.871
20,600,20,50,55,4.006
20,600,25,50,55,4.153
20,600,30,50,55,4.315
20,600,35,50,55,4.49
20,600,40,50,55,4.692
20,600,45,50,55,4.924
20,600,50,50,55,5.196
23,10,15,50,55,0.351
23,10,20,50,55,0.442
23,10,25,50,55,0.536
23,10,30,50,55,0.633
23,10,35,50,55,0.739
23,10,40,50,55,0.854
23,10,45,50,55,0.99
23,10,50,50,55,1.135
23,20,15,50,55,0.432
23,20,20,50,55,0.53
23,20,25,50,55,0.632
23,20,30,50,55,0.74
23,20,35,50,55,0.855
23,20,40,50,55,0.982
23,20,45,50,55,1.115
23,20,50,50,55,1.284
23,50,15,50,55,1.284
23,50,20,50,55,0.731
23,50,25,50,55,0.851
23,50,30,50,55,0.974
23,50,35,50,55,1.102
23,50,40,50,55,1.247
23,50,45,50,55,1.411
23,50,50,50,55,1.596
23,100,15,50,55,0.89
23,100,20,50,55,1.018
23,100,25,50,55,1.146
23,100,30,50,55,1.28
23,100,35,50,55,1.426
23,100,40,50,55,1.588
23,100,45,50,55,1.775
23,100,50,50,55,1.981
23,200,15,50,55,1.396
23,200,20,50,55,1.532
23,200,25,50,55,1.532
23,200,30,50,55,1.833
23,200,35,50,55,2
23,200,40,50,55,2.177
23,200,45,50,55,2.376
23,200,50,50,55,2.606
23,300,15,50,55,1.9
23,300,20,50,55,2.039
23,300,25,50,55,2.185
23,300,30,50,55,2.343
23,300,35,50,55,2.519
23,300,40,50,55,2.714
23,300,45,50,55,2.931
23,300,50,50,55,3.184
23,400,15,50,55,2.404
23,400,20,50,55,2.543
23,400,25,50,55,2.69
23,400,30,50,55,2.851
23,400,35,50,55,3.025
23,400,40,50,55,3.224
23,400,45,50,55,3.455
23,400,50,50,55,3.716
23,500,15,50,55,2.909
23,500,20,50,55,3.047
23,500,25,50,55,3.195
23,500,30,50,55,3.355
23,500,35,50,55,3.533
23,500,40,50,55,3.731
23,500,45,50,55,3.96
23,500,50,50,55,4.235
23,600,15,50,55,3.415
23,600,20,50,55,3.551
23,600,25,50,55,3.7
23,600,30,50,55,3.859
23,600,35,50,55,4.036
23,600,40,50,55,4.239
23,600,45,50,55,4.467
23,600,50,50,55,4.74
26,10,15,50,55,0.341
26,10,20,50,55,0.431
26,10,25,50,55,0.52
26,10,30,50,55,0.617
26,10,35,50,55,0.723
26,10,40,50,55,0.838
26,10,45,50,55,0.972
26,10,50,50,55,1.115
26,20,15,50,55,0.415
26,20,20,50,55,0.512
26,20,25,50,55,0.612
26,20,30,50,55,0.717
26,20,35,50,55,0.832
26,20,40,50,55,0.954
26,20,45,50,55,1.088
26,20,50,50,55,1.253
26,50,15,50,55,0.583
26,50,20,50,55,0.696
26,50,25,50,55,0.813
26,50,30,50,55,0.934
26,50,35,50,55,0.934
26,50,40,50,55,1.2
26,50,45,50,55,1.361
26,50,50,50,55,1.545
26,100,15,50,55,0.828
26,100,20,50,55,0.956
26,100,25,50,55,1.08
26,100,30,50,55,1.212
26,100,35,50,55,1.355
26,100,40,50,55,1.517
26,100,45,50,55,1.695
26,100,50,50,55,1.902
26,200,15,50,55,1.279
26,200,20,50,55,1.415
26,200,25,50,55,1.562
26,200,30,50,55,1.711
26,200,35,50,55,1.875
26,200,40,50,55,2.046
26,200,45,50,55,2.241
26,200,50,50,55,2.47
26,300,15,50,55,1.725
26,300,20,50,55,1.864
26,300,25,50,55,2.01
26,300,30,50,55,2.168
26,300,35,50,55,2.344
26,300,40,50,55,2.531
26,300,45,50,55,2.749
26,300,50,50,55,2.749
26,400,15,50,55,2.171
26,400,20,50,55,2.31
26,400,25,50,55,2.459
26,400,30,50,55,2.616
26,400,35,50,55,2.791
26,400,40,50,55,2.991
26,400,45,50,55,3.214
26,400,50,50,55,3.473
26,500,15,50,55,2.617
26,500,20,50,55,2.757
26,500,25,50,55,2.904
26,500,30,50,55,3.065
26,500,35,50,55,3.24
26,500,40,50,55,3.438
26,500,45,50,55,3.668
26,500,50,50,55,3.939
26,600,15,50,55,3.064
26,600,20,50,55,3.202
26,600,25,50,55,3.351
26,600,30,50,55,3.51
26,600,35,50,55,3.689
26,600,40,50,55,3.887
26,600,45,50,55,4.116
26,600,50,50,55,4.39
29,10,15,50,55,0.332
29,10,20,50,55,0.421
29,10,25,50,55,0.509
29,10,30,50,55,0.604
29,10,35,50,55,0.707
29,10,40,50,55,0.824
29,10,45,50,55,0.955
29,10,50,50,55,0.955
29,20,15,50,55,0.401
29,20,20,50,55,0.496
29,20,25,50,55,0.596
29,20,30,50,55,0.699
29,20,35,50,55,0.81
29,20,40,50,55,0.934
29,20,45,50,55,1.067
29,20,50,50,55,1.227
29,50,15,50,55,0.556
29,50,20,50,55,0.668
29,50,25,50,55,0.782
29,50,30,50,55,0.903
29,50,35,50,55,1.024
29,50,40,50,55,1.163
29,50,45,50,55,1.318
29,50,50,50,55,1.503
29,100,15,50,55,0.781
29,100,20,50,55,0.903
29,100,25,50,55,1.025
29,100,30,50,55,1.025
29,100,35,50,55,1.299
29,100,40,50,55,1.456
29,100,45,50,55,1.632
29,100,50,50,55,1.834
29,200,15,50,55,1.185
29,200,20,50,55,1.323
29,200,25,50,55,1.465
29,200,30,50,55,1.615
29,200,35,50,55,1.77
29,200,40,50,55,1.939
29,200,45,50,55,2.133
29,200,50,50,55,2.359
29,300,15,50,55,1.586
29,300,20,50,55,1.724
29,300,25,50,55,1.871
29,300,30,50,55,2.03
29,300,35,50,55,2.199
29,300,40,50,55,2.387
29,300,45,50,55,2.592
29,300,50,50,55,2.83
29,400,15,50,55,1.987
29,400,20,50,55,2.125
29,400,25,50,55,2.273
29,400,30,50,55,2.431
29,400,35,50,55,2.606
29,400,40,50,55,2.805
29,400,45,50,55,3.021
29,400,50,50,55,3.282
29,500,15,50,55,2.386
29,500,20,50,55,2.526
29,500,25,50,55,2.673
29,500,30,50,55,2.833
29,500,35,50,55,3.007
29,500,40,50,55,3.206
29,500,45,50,55,3.437
29,500,50,50,55,3.698
29,600,15,50,55,2.787
29,600,20,50,55,2.926
29,600,25,50,55,3.073
29,600,30,50,55,3.233
29,600,35,50,55,3.41
29,600,40,50,55,3.608
29,600,45,50,55,3.838
29,600,50,50,55,4.113
32,10,15,50,55,0.325
32,10,20,50,55,0.409
32,10,25,50,55,0.5
32,10,30,50,55,0.594
32,10,35,50,55,0.697
32,10,40,50,55,0.812
32,10,45,50,55,0.94
32,10,50,50,55,1.083
32,20,15,50,55,0.388
32,20,20,50,55,0.483
32,20,25,50,55,0.581
32,20,30,50,55,0.684
32,20,35,50,55,0.792
32,20,40,50,55,0.915
32,20,45,50,55,1.044
32,20,50,50,55,1.206
32,50,15,50,55,0.534
32,50,20,50,55,0.534
32,50,25,50,55,0.756
32,50,30,50,55,0.872
32,50,35,50,55,0.998
32,50,40,50,55,1.13
32,50,45,50,55,1.286
32,50,50,50,55,1.465
32,100,15,50,55,0.742
32,100,20,50,55,0.861
32,100,25,50,55,0.984
32,100,30,50,55,1.111
32,100,35,50,55,1.253
32,100,40,50,55,1.405
32,100,45,50,55,1.58
32,100,50,50,55,1.776
32,200,15,50,55,1.11
32,200,20,50,55,1.248
32,200,25,50,55,1.387
32,200,30,50,55,1.533
32,200,35,50,55,1.685
32,200,40,50,55,1.851
32,200,45,50,55,2.045
32,200,50,50,55,2.267
32,300,15,50,55,1.474
32,300,20,50,55,1.474
32,300,25,50,55,1.758
32,300,30,50,55,1.915
32,300,35,50,55,2.082
32,300,40,50,55,2.267
32,300,45,50,55,2.465
32,300,50,50,55,2.698
32,400,15,50,55,2.698
32,400,20,50,55,1.976
32,400,25,50,55,2.122
32,400,30,50,55,2.28
32,400,35,50,55,2.456
32,400,40,50,55,2.648
32,400,45,50,55,2.865
32,400,50,50,55,3.113
32,500,15,50,55,2.199
32,500,20,50,55,2.338
32,500,25,50,55,2.486
32,500,30,50,55,2.644
32,500,35,50,55,2.819
32,500,40,50,55,3.019
32,500,45,50,55,3.243
32,500,50,50,55,3.243
32,600,15,50,55,2.561
32,600,20,50,55,2.701
32,600,25,50,55,2.848
32,600,30,50,55,3.009
32,600,35,50,55,3.184
32,600,40,50,55,3.382
32,600,45,50,55,3.612
32,600,50,50,55,3.881
17,10,15,50,60,0.351
17,10,20,50,60,0.434
17,10,25,50,60,0.52
17,10,30,50,60,0.61
17,10,35,50,60,0.705
17,10,40,50,60,0.81
17,10,45,50,60,0.931
17,10,50,50,60,1.059
17,20,15,50,60,0.444
17,20,20,50,60,0.538
17,20,25,50,60,0.635
17,20,30,50,60,0.735
17,20,35,50,60,0.841
17,20,40,50,60,0.96
17,20,45,50,60,1.08
17,20,50,50,60,1.233
17,50,15,50,60,0.667
17,50,20,50,60,0.774
17,50,25,50,60,0.888
17,50,30,50,60,1.004
17,50,35,50,60,1.131
17,50,40,50,60,1.268
17,50,45,50,60,1.422
17,50,50,50,60,1.599
17,100,15,50,60,1.002
17,100,20,50,60,1.128
17,100,25,50,60,1.248
17,100,30,50,60,1.375
17,100,35,50,60,1.515
17,100,40,50,60,1.667
17,100,45,50,60,1.845
17,100,50,50,60,2.051
17,200,15,50,60,1.664
17,200,20,50,60,1.783
17,200,25,50,60,1.914
17,200,30,50,60,2.059
17,200,35,50,60,2.222
17,200,40,50,60,2.387
17,200,45,50,60,2.387
17,200,50,50,60,2.794
17,300,15,50,60,2.288
17,300,20,50,60,2.438
17,300,25,50,60,2.576
17,300,30,50,60,2.714
17,300,35,50,60,2.873
17,300,40,50,60,3.054
17,300,45,50,60,3.266
17,300,50,50,60,3.266
17,400,15,50,60,3.266
17,400,20,50,60,3.062
17,400,25,50,60,3.221
17,400,30,50,60,3.38
17,400,35,50,60,3.532
17,400,40,50,60,3.708
17,400,45,50,60,3.916
17,400,50,50,60,4.169
17,500,15,50,60,3.555
17,500,20,50,60,3.691
17,500,25,50,60,3.844
17,500,30,50,60,4.017
17,500,35,50,60,4.017
17,500,40,50,60,4.37
17,500,45,50,60,4.573
17,500,50,50,60,4.819
17,600,15,50,60,4.194
17,600,20,50,60,4.325
17,600,25,50,60,4.325
17,600,30,50,60,4.641
17,600,35,50,60,4.833
17,600,40,50,60,5.038
17,600,45,50,60,5.235
17,600,50,50,60,5.477
20,10,15,50,60,0.335
20,10,20,50,60,0.416
20,10,25,50,60,0.499
20,10,30,50,60,0.587
20,10,35,50,60,0.681
20,10,40,50,60,0.784
20,10,45,50,60,0.902
20,10,50,50,60,1.028
20,20,15,50,60,0.417
20,20,20,50,60,0.51
20,20,25,50,60,0.604
20,20,30,50,60,0.701
20,20,35,50,60,0.806
20,20,40,50,60,0.918
20,20,45,50,60,1.038
20,20,50,50,60,1.185
20,50,15,50,60,0.612
20,50,20,50,60,0.719
20,50,25,50,60,0.832
20,50,30,50,60,0.946
20,50,35,50,60,1.065
20,50,40,50,60,1.198
20,50,45,50,60,1.347
20,50,50,50,60,1.52
20,100,15,50,60,0.906
20,100,20,50,60,1.022
20,100,25,50,60,1.141
20,100,30,50,60,1.267
20,100,35,50,60,1.403
20,100,40,50,60,1.555
20,100,45,50,60,1.729
20,100,50,50,60,1.926
20,200,15,50,60,1.464
20,200,20,50,60,1.585
20,200,25,50,60,1.718
20,200,30,50,60,1.865
20,200,35,50,60,2.014
20,200,40,50,60,2.176
20,200,45,50,60,2.361
20,200,50,50,60,2.577
20,300,15,50,60,2.007
20,300,20,50,60,2.15
20,300,25,50,60,2.276
20,300,30,50,60,2.418
20,300,35,50,60,2.579
20,300,40,50,60,2.762
20,300,45,50,60,2.962
20,300,50,50,60,3.187
20,400,15,50,60,2.54
20,400,20,50,60,2.687
20,400,25,50,60,2.843
20,400,30,50,60,2.979
20,400,35,50,60,3.135
20,400,40,50,60,3.315
20,400,45,50,60,3.525
20,400,50,50,60,3.78
20,500,15,50,60,3.077
20,500,20,50,60,3.219
20,500,25,50,60,3.376
20,500,30,50,60,3.547
20,500,35,50,60,3.698
20,500,40,50,60,3.698
20,500,45,50,60,4.08
20,500,50,50,60,4.33
20,600,15,50,60,3.619
20,600,20,50,60,3.754
20,600,25,50,60,3.907
20,600,30,50,60,4.08
20,600,35,50,60,4.266
20,600,40,50,60,4.437
20,600,45,50,60,4.639
20,600,50,50,60,4.885
23,10,15,50,60,0.322
23,10,20,50,60,0.401
23,10,25,50,60,0.484
23,10,30,50,60,0.57
23,10,35,50,60,0.662
23,10,40,50,60,0.764
23,10,45,50,60,0.88
23,10,50,50,60,1.003
23,20,15,50,60,0.397
23,20,20,50,60,0.488
23,20,25,50,60,0.58
23,20,30,50,60,0.675
23,20,35,50,60,0.776
23,20,40,50,60,0.889
23,20,45,50,60,1.003
23,20,50,50,60,1.149
23,50,15,50,60,0.572
23,50,20,50,60,0.678
